,0.8202247191011236
0,0.8202247191011236
1,0.8202247191011236
2,0.8202247191011236
3,0.8202247191011236
4,0.8202247191011236
5,0.8202247191011236
6,0.8202247191011236
7,0.8202247191011236
8,0.8202247191011236
9,0.8202247191011236
10,0.8202247191011236
11,0.8202247191011236
12,0.8202247191011236
13,0.8202247191011236
14,0.8089887640449438
15,0.8089887640449438
16,0.8089887640449438
17,0.8089887640449438
18,0.8089887640449438
19,0.8089887640449438
20,0.8089887640449438
21,0.8089887640449438
22,0.8089887640449438
23,0.8089887640449438
24,0.8089887640449438
25,0.8089887640449438
26,0.8089887640449438
27,0.8089887640449438
28,0.8089887640449438
29,0.8089887640449438
30,0.8089887640449438
31,0.8089887640449438
32,0.8089887640449438
33,0.8089887640449438
34,0.8089887640449438
35,0.8089887640449438
36,0.8089887640449438
37,0.8089887640449438
38,0.8089887640449438
39,0.8089887640449438
40,0.8089887640449438
41,0.8089887640449438
42,0.8089887640449438
43,0.8089887640449438
44,0.8089887640449438
45,0.8089887640449438
46,0.8089887640449438
47,0.8089887640449438
48,0.8089887640449438
49,0.8089887640449438
50,0.8089887640449438
51,0.8089887640449438
52,0.8089887640449438
53,0.8089887640449438
54,0.8089887640449438
55,0.8089887640449438
56,0.8089887640449438
57,0.8089887640449438
58,0.8089887640449438
59,0.8089887640449438
60,0.8089887640449438
61,0.8089887640449438
62,0.8089887640449438
63,0.8089887640449438
64,0.8089887640449438
65,0.8089887640449438
66,0.8089887640449438
67,0.8089887640449438
68,0.8089887640449438
69,0.8089887640449438
70,0.8089887640449438
71,0.8089887640449438
72,0.8089887640449438
73,0.8089887640449438
74,0.8089887640449438
75,0.8089887640449438
76,0.8089887640449438
77,0.8089887640449438
78,0.8089887640449438
79,0.8089887640449438
80,0.8089887640449438
81,0.8089887640449438
82,0.8089887640449438
83,0.8089887640449438
84,0.8089887640449438
85,0.8089887640449438
86,0.8089887640449438
87,0.8089887640449438
88,0.8089887640449438
89,0.8089887640449438
90,0.8089887640449438
91,0.8089887640449438
92,0.8089887640449438
93,0.8089887640449438
94,0.8089887640449438
95,0.8089887640449438
96,0.8089887640449438
97,0.8089887640449438
