,0.8164794007490637
0,0.8164794007490637
1,0.8164794007490637
2,0.8164794007490637
3,0.8164794007490637
4,0.8164794007490637
5,0.8164794007490637
6,0.8164794007490637
7,0.8164794007490637
8,0.8164794007490637
9,0.8164794007490637
10,0.8164794007490637
11,0.8164794007490637
12,0.8164794007490637
13,0.8164794007490637
14,0.8164794007490637
15,0.8164794007490637
16,0.8164794007490637
17,0.8164794007490637
18,0.8164794007490637
19,0.8164794007490637
20,0.8164794007490637
21,0.8164794007490637
22,0.8164794007490637
23,0.8164794007490637
24,0.8164794007490637
25,0.8164794007490637
26,0.8164794007490637
27,0.8164794007490637
28,0.8164794007490637
29,0.8164794007490637
30,0.8164794007490637
31,0.8164794007490637
32,0.8164794007490637
33,0.8164794007490637
34,0.8164794007490637
35,0.8164794007490637
36,0.8164794007490637
37,0.8164794007490637
38,0.8164794007490637
39,0.8164794007490637
40,0.8164794007490637
41,0.8164794007490637
42,0.8164794007490637
43,0.8164794007490637
44,0.8164794007490637
45,0.8164794007490637
46,0.8164794007490637
47,0.8164794007490637
48,0.8164794007490637
